TwitchCategoryId,Language,Name,Synopsis,Summary,Source,IGDBId
491168,,Clash Royale,,"Enter the Arena! From the creators of Clash of Clans comes a real-time multiplayer game starring the Royales, your favorite Clash characters and much, much more.

Collect and upgrade dozens of cards featuring the Clash of Clans troops, spells and defenses you know and love, as well as the Royales: Princes, Knights, Baby Dragons and more. Knock the enemy King and Princesses from their towers to defeat your opponents and win Trophies, Crowns and glory in the Arena. Form a Clan to share cards and build your very own battle community.

Lead the Clash Royale Family to victory!


FEATURES
*Earn chests to unlock rewards, collect powerful new cards and upgrade existing ones
*Destroy opponent’s towers and win Crowns to earn epic Crown chests
*Build and upgrade your card collection with the Clash Royale Family along with dozens of your favorite Clash troops, spells and defenses
*Construct your ultimate Battle Deck to defeat your opponents
*Progress through multiple Arenas all the way to the top
*Form a Clan to share cards and build your very own battle community
*Challenge your Clanmates and friends to a private duel
*Learn different battle tactics by watching the best duels on TV Royale",,15707
460630,fr,Tom Clancy's Rainbow Six Siege,,Tom Clancy's Rainbow Six Siege marque le retour de la célèbre franchise de FPS dans un tout nouvel opus développé par le studio d’Ubisoft Montréal.,steam,7360
1366210635,fr,Ranch Simulator,,"Ouvrier. Fermier. Chasseur. Marchand. Travailler dans un ranch n'est pas de tout repos. Vous pensez avoir ce qu'il faut pour transformer votre propriété familiale délabrée en ranch le plus prospère de la vallée ? Dans ce cas, il est temps de renouer avec la nature dans cette simulation passionnante à monde ouvert, seul ou à plusieurs.",steam,121087
29595,fr,Dota 2,,"Chaque jour, des millions de joueurs du monde entier s'affrontent dans l'univers de Dota. Choisissant parmi plus d'une centaine de héros, les joueurs incarnent des personnages différents offrant ainsi des combinaisons uniques et originales pour des parties toujours riches en rebondissements.",steam,2963
263490,fr,Rust,,"The only aim in Rust is to survive - Overcome struggles such as hunger, thirst and cold. Build a fire. Build a shelter. Kill animals. Protect yourself from other players.",steam,3277
506456,fr,Satisfactory,,"Satisfactory est un jeu de construction d’usines en vue à la première personne dans un monde ouvert avec une touche d’exploration et de combats. Jouez seul ou entre amis, explorez une planète inconnue, construisez des usines à plusieurs niveaux et des tapis roulants à l’infini !",steam,90558
508455,fr,Valheim,,"Un jeu multijoueur brutal d'exploration et de survie pour 1 à 10 joueurs, prenant place dans un purgatoire en génération procédurale inspiré par la culture viking. Combattez, bâtissez et accomplissez des exploits à la gloire d'Odin!",steam,104967
490438,fr,Ultimate Chicken Horse,,Ultimate Chicken Horse est un jeu de plateformes festif qui vous permet de construire le niveau tout en jouant et en plaçant des pièges et autres dangers pour attraper vos amis tout en essayant de ne pas vous attraper vous-même.,steam,18158
491487,fr,Dead by Daylight,,Dead by Daylight est un jeu d’action multi-joueurs (4 contre 1) qui vous plonge dans une ambiance de film d’horreur. Chaque joueur peut jouer le rôle d’un tueur sanguinaire pendant que les quatre autres tentent de lui échapper en évitant d’être attrapé et tué.,steam,18866
490744,fr,Stardew Valley,,"You've inherited your grandfather's old farm plot in Stardew Valley. Armed with hand-me-down tools and a few coins, you set out to begin your new life. Can you learn to live off the land and turn these overgrown fields into a thriving home?",steam,17000
2748,,Magic: The Gathering,,"Magic: The Gathering is a computer game published by MicroProse in April 1997 based on the collectible card game Magic: The Gathering. 
The game takes place in the plane of Shandalar, where the player must travel the land and fight random enemies to gain cards, and defeat five wizards representing the five colors. The player must prevent one color from gaining too much power, and defeat the planeswalker Arzakon, who has a deck of all five colors. Adventure game and role-playing game elements are present, including inventory, gold, towns, dungeons, random battles, and character progression in the form of new abilities and a higher life point total. An oversized version of Aswan Jaguar was included in the game box.",,12443
879952238,,TV Guide,,"They say TV rots your brain, and it might (who knows?) TV Guide is here to help. Guaranteed to reduce the spread of brain rot by 42%, probably.",,135699
518184,fr,Phasmophobia,,Phasmophobia is a 4 player online co-op psychological horror. Paranormal activity is on the rise and it’s up to you and your team to use all the ghost hunting equipment at your disposal in order to gather as much evidence as you can.,steam,132516
518204,,FIFA 21,,"Win as One in EA SPORTSFIFA 21, powered by Frostbite. Whether it's on the streets or in the stadium, FIFA 21 has more ways to play than ever before - including the UEFA Champions League and CONMEBOL Libertadores.",,134101
369252,,The Sims 4,,"Unleash your imagination and create a unique world of Sims that’s an expression of you! Explore and customize every detail from Sims to homes, and much more. Choose how Sims look, act, and dress, then decide how they’ll live out each day. Design and build incredible homes for every family, then decorate with your favorite furnishings and décor. Travel to different neighborhoods where you can meet other Sims and learn about their lives. Discover beautiful locations with distinctive environments and go on spontaneous adventures. Manage the ups and downs of Sims’ everyday lives and see what happens when you play out scenarios from your own real life! Tell your stories your way while developing relationships, pursuing careers and life aspirations, and immersing yourself in this extraordinary game, where the possibilities are endless. Play with life!",,3212
508289,fr,WWE 2K19,,"WWE 2K19, le dernier opus de la série de jeux vidéo de la WWE, revient avec la Superstar AJ Styles en couverture ! Profitez d'une tonne d'options de créations, de types de matchs et bien plus !",steam,102805
138585,,Hearthstone,,"Sheathe your sword, draw your deck, and get ready for Hearthstone - the fast paced strategy card game that's easy to learn and massively fun. Start a free game on Battle.net and play your cards to sling spells, summon creatures, and command the heroes of Warcraft in duels of epic strategy. 
 
With powerful prebuilt decks, and hundreds of additional cards to win, craft or purchase - your collection never stops evolving. 
 
Challenge players of all skill levels on Battle.net or hone your skills in practice matches against some of the greatest strategists of Azeroth - Thrall, Uther, Gul'dan, and more!",,1279
489635,fr,ARK: Survival Evolved,,"En tant qu'homme ou femme échoué nu, mourant de froid et de faim sur une île mystérieuse, vous devrez chasser, récolter, fabriquer des objets, faire pousser des plantes et construire des abris pour survivre.",steam,10239
941530474,,Mario Kart 8 Deluxe,,"""Hit the road with the definitive version of Mario Kart 8 and play anytime, anywhere! Race your friends or battle them in a revised battle mode on new and returning battle courses. Play locally in up to 4-player multiplayer in 1080p while playing in TV Mode. Every track from the Wii U version, including DLC, makes a glorious return. Plus, the Inklings appear as all-new guest characters, along with returning favorites, such as King Boo, Dry Bones, and Bowser Jr.! """,,2350
743,,Chess,,A straight forward chess game for the original PlayStation.,,9165
417892,fr,Z1: Battle Royale,,"Z1 Battle Royale is a Free to Play, fast-paced, action arcade, competitive Battle Royale. Staying true to its &quot;King of the Kill&quot; roots, the game has been revamped and restored to the classic feel, look, and gameplay everyone fell in love with. Play solo, duos, or fives and be the last ones standing.",steam,18094
11557,,The Legend of Zelda: Ocarina of Time,,"A 3D reimagining of the core premise of The Legend of Zelda: A Link to the Past (1991), Ocarina of Time follows Link, the protagonist, as he picks up a sword and leaves behind his humble origins in order to trek across the land of Hyrule, venture into its treacherous dungeons and travel through time itself to fulfill his destiny as the Hero of Time by defeating his enemy Ganondorf and ridding Hyrule of evil.",,1029
490422,,StarCraft II,,"In the distant future, in the darkest reaches of space, the ghosts of the past whisper your name. You are Jim Raynor, a marshal-turned-rebel on a vigilante crusade to bring down the Dominion and its nefarious leader, Arcturus Mengsk. Haunted by betrayal and remorse, some believe you may have given up the fight. But you have promises to keep… and a need for vengeance that’s long overdue.",,239
488552,,Overwatch,,"In Overwatch, you control one of several heroes in competitive 6-person team shooting matches. Battle over objectives, take down the other team, and achieve victory. 
 
In Overwatch, heroes do battle in diverse locations around the world. From the technological marvel of Numbani to the manufacturing powerhouse of Volskaya, each map has a unique layout and specific win conditions that your team must meet in order to secure victory.",,8173
9815,,Family Feud,,An adaptation of the TV quiz show where two families compete for cash prizes. These versions were all published by GameTek and developed by various developers between 1991 and 1994.,,68397
497451,,Pokémon Sword/Shield,,"Unsheathe your sword and take up your shield! 
 
The world of Pokémon expands to include the Galar region in Pokémon Sword and Pokémon Shield!",,37382
1229,,Super Mario World,,"A 2D platformer and first entry on the SNES in the Super Mario franchise, Super Mario World follows Mario as he attempts to defeat Bowser's underlings and rescue Princess Peach from his clutches. The game features a save system, a less linear world map, an expanded movement arsenal and numerous new items for Mario, alongside new approaches to level design and art direction.",,1070
516575,,VALORANT,,"Imagine this: tactical shooter meets hypernatural powers. Everyone’s got guns and a unique set of abilities, so how do you beat someone with the speed of wind? Use your own moves to outplay them and beat them to the shot. VALORANT is a game for bold strategists who dare to make the unexpected play, because if it wins, it works.",,126459
19554,fr,iRacing,,"We are the world’s premier motorsports racing simulation/game. An iRacing.com membership provides entry into the newest form of competitive motorsport: internet racing. Internet racing is a fun, easy, and inexpensive way for race fans, simracers and gamers alike to enjoy the thrill of the racetrack from the comfort of their home.",steam,8204
19745,,Pokémon Platinum,,"Another world has emerged in the Sinnoh Region... 
 
...A world where space & time are altered! 
 
New Discoveries, New Challenges! 
Catch, train, and battle your favorite Pokémon, and discover ancient, mythical Pokémon in this exciting new adventure! 
 
Expanded Online Options! 
New experiences in the Wi-Fi Plaza and Battle Frontier!",,1519
511224,fr,Apex Legends,,"Apex Legends is the award-winning, free-to-play Battle Royale team shooter from Respawn Entertainment. Master an ever-growing roster of legendary characters with powerful abilities and experience strategic squad play and innovative gameplay in the next evolution of Battle Royale.",steam,114795
512709,,Call of Duty: Black Ops Cold War,,"The iconic Black Ops series is back with Call of Duty®: Black Ops Cold War – the direct sequel to the original and fan-favorite Call of Duty®: Black Ops. 
 
Black Ops Cold War will drop fans into the depths of the Cold War’s volatile geopolitical battle of the early 1980s. Nothing is ever as it seems in a gripping single-player Campaign, where players will come face-to-face with historical figures and hard truths, as they battle around the globe through iconic locales like East Berlin, Vietnam, Turkey, Soviet KGB headquarters and more. 
 
As elite operatives, you will follow the trail of a shadowy figure named Perseus who is on a mission to destabilize the global balance of power and change the course of history. Descend into the dark center of this global conspiracy alongside iconic characters Woods, Mason and Hudson and a new cast of operatives attempting to stop a plot decades in the making. 
 
Beyond the Campaign, players will bring a Cold War arsenal of weapons and equipment into the next generation of Multiplayer and Zombies experiences. 
 
Welcome to the brink. Welcome to Call of Duty®: Black Ops Cold War.",,137001
29307,fr,Path of Exile,,"You are an Exile, struggling to survive on the dark continent of Wraeclast, as you fight to earn power that will allow you to exact your revenge against those who wronged you. Created by hardcore gamers, Path of Exile is an online Action RPG set in a dark fantasy world.",steam,1911
460316,fr,Brawlhalla,,"An epic platform fighter for up to 8 players online or local. Try casual free-for-alls, ranked matches, or invite friends to a private room. And it's free! Play cross-platform with millions of players on PlayStation, Xbox, Nintendo Switch, iOS, Android &amp; Steam! Frequent updates. Over fifty Legends.",steam,10233
490377,,Sea of Thieves,,"Be the pirate you want: With musket loaded and grog in hand, the freedom of the pirate life awaits. What will your legend be?  
  
An epic multiplayer adventure: Crew up and set sail on memorable voyages. Make and break your pirate’s code on the Sea of Thieves.  
  
A treacherous shared world: Plot your course and set sail for hidden riches. Navigate the perils of a fantastical world and the danger of rival crews.",,11137
517406,,Madden NFL 21,,"Rise to fame in Madden NFL 21. A new generation is leaving its mark on the NFL. Will you rise to the occasion? Change the game, and take control of your own legacy.",,132707
32982,fr,Grand Theft Auto V,,Grand Theft Auto V sur PC offre aux joueurs la possibilité d'explorer le monde de Los Santos et Blaine County en haute résolution (jusqu'à 4K) et à 60 images par seconde.,steam,1020
512864,fr,Eternal Return: Black Survival,,"Eternal Return est un mix unique entre MOBA/Battle Royale et Survie combinant stratégie, mécaniques et étonnants personnages. Choisissez un personnage et devenez un des 18 joueurs à rejoindre l'île de Lumia - en solo ou en équipe, à vous de démontrer votre force, talent et présence d'esprit.",steam,135842
502732,,Garena Free Fire,,"Free Fire - Battlegrounds is the ultimate survival shooter game available on mobile. Each 10-minute game places you on a remote island where you are pit against 50 other players, all seeking survival. Players freely choose their starting point with their parachute, and aim to stay in the safe zone for as long as possible. Drive vehicles to explore the vast map, hide in trenches, or become invisible by proning under grass. Ambush, snipe, survive, there is only one goal: to survive.",,87622
491080,fr,The Binding of Isaac: Afterbirth,,"The Binding of Isaac: Rebirth is a randomly generated action RPG shooter with heavy Rogue-like elements. Following Isaac on his journey players will find bizarre treasures that change Isaac’s form giving him super human abilities and enabling him to fight off droves of mysterious creatures, discover secrets and fight his way to safety.",steam,7789
511850,,Saint Seiya : Awakening,,"Saint Seiya : Awakening is a mobile game masterpiece which perfectly restoring the classic of the Japanese comics. 12 Golden Saints and all classic characters are back to the Sanctuary and waiting for your summon. 
 
Freely set up an exclusive team, flexible match strategy to win! 
 
Breakthrough the common gameplay and bring you an enjoyable gaming experience! 
 
In addition, the beautiful game graphics, cool combat effects with the lineup of top Japan Character Voice, brings you the unique audio-visual enjoyment! When the classic theme song sounds on, the cosmo power will burn you up again...",,122667
65632,fr,DayZ,,"Survivrez-vous longtemps dans ce monde post-apocalyptique ? Un monde envahi de &quot;zombies&quot;, où il faudra partager de maigres ressources avec les autres survivants. Vous allierez-vous à des inconnus pour faire front ? Survivrez-vous en solo pour éviter les trahisons ? DayZ, c'est votre histoire.",steam,2117
2692,,Super Mario 64,,"The first three dimensional entry in the Mario franchise, Super Mario 64 follows Mario as he puts his broadened 3D movement arsenal to use in order to rescue Princess Peach from the clutches of his arch rival Bowser. Mario has to jump into worlds-within-paintings ornamenting the walls of Peach's castle, uncover secrets and hidden challenges and collect golden stars as reward for platforming trials.",,1074
510218,fr,Among Us,,An online and local party game of teamwork and betrayal for 4-10 players...in space!,steam,111469
18122,,World of Warcraft,,"World of Warcraft is a massively multiplayer online roleplaying game (MMORPG) set in the Warcraft universe. Players assume the roles of Warcraft heroes as they explore, adventure, and quest across a vast world. Being ""Massively Multiplayer,"" World of Warcraft allows thousands of players to interact within the same world. Whether adventuring together or fighting against each other in epic battles, players will form friendships, forge alliances, and compete with enemies for power and glory.",,123
508509,,Codenames,,"The two rival spymasters know the secret identities of 25 agents. Their teammates know the agents only by their CODENAMES. 
 
The teams compete to see who can make contact with all of their agents first. Spymasters give one-word clues that can point to multiple words on the board. Their teammates try to guess words of the right color while avoiding those that belong to the opposing team. And everyone wants to avoid the assassin. 
 
Codenames: win or lose, it’s fun to figure out the clues.",,105254
13389,,Age of Empires II,,"Take control of a powerful civilization. Lead them through 1000 years of the Middle Ages to riches and greatness. Will you Intimidate the world into following you by using military force? Rule the world with honor and nobility by using commerce and diplomacy? Or Underhandedly seize power through conspiracy, deception and regicide? There are many paths to power, there can only be one ruler! 
 
Features: 
 
* Travel through time as your civilization evolves from the Dark Age to the Imperial Age 
 
* Construct a rich and thriving empire by trading with allies 
 
* Control and lead military forces with tactical commands 
 
* Go into battle at the side of famous heroes such as Joan of Arc, Barbarossa or William Wallace",,327
491931,,Escape From Tarkov,,Escape from Tarkov is a hardcore and realistic online first-person action RPG/Simulator with MMO features and story-driven walkthrough.,,15536
504461,,Super Smash Bros. Ultimate,,"Legendary game worlds and fighters collide in the ultimate showdown—a new entry in the Super Smash Bros. series for the Nintendo Switch system! New fighters, like Inkling from the Splatoon series and Ridley from the Metroid series, make their Super Smash Bros. series debut alongside every Super Smash Bros. fighter in the series…EVER! Faster combat, new items, new attacks, new defensive options, and more will keep the battle raging whether you’re at home or on the go.",,90101
518377,,Streamer Life Simulator,,,,137529
459931,,Old School RuneScape,,Relive the challenging levelling system and risk-it-all PvP of the biggest retro styled MMO. Play with millions of other players in this piece of online gaming heritage where the community controls the development so the game is truly what you want it to be!,,79824
66170,fr,Warframe,,Warframe est un jeu vidéo coopératif d'action à la troisième personne,steam,2903
512345,,Persona 5 Strikers,,"Persona 5 Scramble is crossover between Koei Tecmo's hack and slash Dynasty Warriors series, and Atlus's turn-based role-playing game Persona series. As a result, it features gameplay elements from both, such as the real-time action combat of the former with the turn-based Persona-battling aspect of the latter. The game is set six months after the events of Persona 5, and follows Joker and the rest of the Phantom Thieves of Hearts as they end up in a mysterious version of Tokyo filled with supernatural enemies.",,117731
492934,fr,Resident Evil 7 biohazard,,"Le danger et l'isolement menacent derrière les murs vétustes d'une ferme abandonnée d'Amérique du Sud. &quot;7&quot; marque le renouveau du jeu de survie et propose une perspective inédite pour le joueur avec la &quot;vue isolée&quot;. Portée par le moteur RE, l'horreur atteint de nouveaux sommets de réalisme.",steam,19562
459327,fr,Hearts of Iron IV,,"La victoire est à votre portée! Votre capacité à diriger votre nation est votre arme suprême. Le jeu de stratégie Hearts of Iron IV vous permet de prendre les commandes de n'importe quelle nation engagée dans la Seconde Guerre mondiale, le conflit le plus captivant de l'histoire.",steam,15894
19357,,Guild Wars 2,,"Guild Wars 2 is the sequel to the Guild Wars series of games by ArenaNet. Guild Wars 2 was released on August 28, 2012. It has been in development since 2006. 
 
Many features have integrated into the game which align it with traditional MMORPGs, such as a persistent world and a level cap of 80, but the game has been described by ArenaNet as having non-traditional elements as well, because ""it doesn’t make you spend hours preparing to have fun rather than just having fun.""",,1183
517428,fr,Royal Crown,,Vous avez été invoqué dans ROYAL CROWN - un jeu de Battle Royale fantastique où seuls les plus forts survivent ! Survivez et plongez dans l'aventure sur ce champ de bataille magnifique et féérique !,steam,113371
23020,,ROBLOX,,"Rōblox, stylized as RŌBLOX, is a massively multiplayer online game created and marketed toward children and teenagers aged 8–18. In the game, players are able to create their own virtual world, in which they or other members may enter and socialize within the blocks of varying shapes, sizes, and colors. Games on Roblox can be scripted using a sandboxed edition of Lua 5.1 to affect events that occur in-game and create different scenarios. The company's main source of revenue comes from players buying Robux, the main virtual currency in the game, and from players buying ""Builders Club"" access, a status which gives virtual benefits to users. Players who have created an account may purchase either Builders Club, Turbo Builders Club, or Outrageous Builders Club, otherwise known by users as BC, TBC, and OBC, respectively.",,17269
11989,,StarCraft,,StarCraft is a strategic game set in a Galaxy far away on multiple planets. It's style and balance between the three antagonistic species it features is unique and appealed to millions.,,230
