TwitchCategoryId,Language,Name,Synopsis,Summary,Source,IGDBId,SteamId
518184,,Phasmophobia,,"Phasmophobia is a 4 player online co-op psychological horror where you and your team members of paranormal investigators will enter haunted locations filled with paranormal activity and gather as much evidence of the paranormal as you can. You will use your ghost hunting equipment to search for and record evidence of whatever ghost is haunting the location to sell onto a ghost removal team. 
 
You can choose to support your team by monitoring the location with CCTV cameras and motion sensors from the safety of the truck or head inside and get your hands dirty with the ghostly activity that will get increasingly hostile as time goes on.",,132516,739630
490100,,LOST ARK,,"Lost Ark, a 3D massively-multiplayer online role-playing game offers an immersive action-centric playing style and adopts a non-targeting combat system and a dynamic quarter-view angle to maximize the game experience.",,26128,
138585,,Hearthstone,,"Sheathe your sword, draw your deck, and get ready for Hearthstone - the fast paced strategy card game that's easy to learn and massively fun. Start a free game on Battle.net and play your cards to sling spells, summon creatures, and command the heroes of Warcraft in duels of epic strategy. 
 
With powerful prebuilt decks, and hundreds of additional cards to win, craft or purchase - your collection never stops evolving. 
 
Challenge players of all skill levels on Battle.net or hone your skills in practice matches against some of the greatest strategists of Azeroth - Thrall, Uther, Gul'dan, and more!",,1279,
12839,,Heroes of Might and Magic III: The Restoration of Erathia,,"Heroes of Might and Magic III: The Restoration of Erathia is a turn-based strategy game developed by Jon Van Caneghem through New World Computing originally released for Microsoft Windows by the 3DO Company in 1999. Its ports to several computer and console systems followed in 1999-2000. It is the third installment of the Heroes of Might and Magic series. The player can choose to play through seven different campaigns telling the story, or play in a scenario against computer or human opponents.
The gameplay is very similar to its predecessors in that the player controls a number of heroes that command an army of creatures inspired by myth and legend. The gameplay is divided into two parts, tactical overland exploration and a turn based combat system. The player creates an army by spending resources at one of the eight town types in the game. The hero will progress in experience by engaging in combat with enemy heroes and monsters. The conditions for victory vary depending on the map, including conquest of all enemies and towns, collection of a certain amount of a resource, or finding the grail artifact.",,364,
519080,,SMASH LEGENDS,,"SMASH LEGENDS is a thrilling real time 3 vs. 3 action game. 
Jump right into the battle arenas in the Library World with appealing LEGENDS whenever you want. And it’s free-to-play. Join the fun and play against players from multiple platforms such as Steam, iOS and Android devices.",,138592,1352080
506456,,Satisfactory,,"Satisfactory is an FPS open-world factory building sim. You play as an engineer on an alien planet tasked to complete ‘Project Assembly’ - a massive machine for a mysterious purpose. Conquer nature, build multi-story factories, and automate to satisfaction!",,90558,526870
1614555304,,Call Of Duty: Modern Warfare,,"Welcome to Warzone, the new massive free-to-play combat arena from the world of Modern Warfare®. Drop in, armor up, loot for rewards, and battle your way to the top.",,119177,
1160459167,,MLB The Show 21,,"OWN THE SHOW! 
Experience faster, deeper and more intense moment-to-moment match action on the field, with a variety of game modes for all you rookie players and returning seasoned vets.",,143260,
512864,,Eternal Return: Black Survival,,Fend for yourself and defeat other survivors in unique and exciting top-down Survival Battle Royale gameplay. Become your favorite character and outlast your opponents by combining your wits and strategy with searching and item crafting to become the ultimate survivor.,,135842,1049590
516086,,Grounded,,"In Grounded, players are shrunken to the size of an ant and tasked with surviving in the unique micro-world of a suburban backyard. Players must gather, craft and build bases with everyday objects found within the yard, searching for life-saving resources and living alongside giant, peaceful insects while fighting to survive massive hostile inhabitants. 
 
Grounded provides a mix of environmental and narrative driven story telling. Set in a versatile, handcrafted sandbox structure it allows players to create their own experience from the ground up. Tasks that may seem approachable when human-sized become a challenge in this dangerous backyard landscape. This familiar yet fantastical world can be navigated solo or in four-person co-operative multiplayer, where players work together to complete missions or explore the intricately detailed world.",,125624,962130
18122,,World of Warcraft,,"World of Warcraft is a massively multiplayer online roleplaying game (MMORPG) set in the Warcraft universe. Players assume the roles of Warcraft heroes as they explore, adventure, and quest across a vast world. Being ""Massively Multiplayer,"" World of Warcraft allows thousands of players to interact within the same world. Whether adventuring together or fighting against each other in epic battles, players will form friendships, forge alliances, and compete with enemies for power and glory.",,123,
27546,,World of Tanks,,"World of Tanks is a massively multiplayer online game featuring early to mid-20th century era fighting vehicles. It is built upon a freemium business model where the game is free-to-play, but participants also have the option of paying a fee for use of ""premium"" features. The focus is on player vs. player gameplay with each player controlling an armored vehicle, which may be a light, medium or heavy tank, tank destroyer, or self-propelled gun. World of Tanks debuted as an eSports game at the World Cyber Games 2012. 
 
The player takes control of a single armored vehicle of his or her choosing, and is placed into a battle on a random map. The player has control over the vehicle's movement, firing, and can communicate with other players through typed or voice chat, and several preset actions that give tactical instructions visible to only their team. The methods used to win a match are either destroying all vehicles on the opposing team or capturing a base present in some game modes. World of Tanks contains multiple game mechanics such as camouflage, shell ricochets, and module damage.",,1184,
29936,,Anime Land,,,,91914,
517515,,Library Of Ruina,,"""May you find your book in this place."" Combat between the guests and the librarians breaks out as if it were on a stage. Defeated guests turn into books, and the Library grows onward. And eventually, get your hands on… The one singular, perfect book.",,131760,1256670
518213,,It Takes Two,,"Bring your favorite co-op partner and together step into the shoes of May and Cody. As the couple is going through a divorce, through unknown means their minds are transported into two dolls which their daughter, Rose, made to represent them. Now they must reluctantly find a way to get back into their bodies, a quest which takes them through the most wild, unexpected and fantastical journey imaginable.",,135243,
310661070,,Uncharted Waters 2: New Horizons,,,,102810,
500188,,Hunt: Showdown,,"Savage, nightmarish monsters roam the Louisiana swamps, and you are part of a group of rugged bounty hunters bound to rid the world of their ghastly presence. Banish these creatures from our world, and you will be paid generously—and given the chance to buy more gruesome and powerful weapons. Fail, and death will strip you of both character and gear. Your experience, however, remains in your pool of hunters—called your Bloodline—always. 
 
Hunt’s competitive, match-based gameplay mixes PvP and PvE elements to create a uniquely tense experience where your life, your character, and your gear are always on the line. At the beginning of each match, up to five teams of two set out to track their monstrous targets. Once they’ve found and defeated one of these they will receive a bounty—and instantly become a target for every other Hunter left on the map. If you don’t watch your back, you’ll find a knife in it, and your last memory will be of another team of Hunters walking away with your prize. The higher the risk, the higher the reward–but a single mistake could cost you everything. 
 
PROGRESSION: Even in death, you will be able to progress among the ranks of Hunters via your Bloodline. Though one character may die, their experience will be transferred to your Bloodline, where it can be applied your other Hunters. If you make it off of the map alive, you will be able to use the money and experience you earn to kit out new Hunters and prepare for the next match. If you die, you lose everything but your experience. 
 
DARK SIGHT: Dark Sight allows Hunters to see into the veil between worlds, making that which cannot be seen by mortal eyes visible to those who have been initiated. Use Dark Sight when you are tracking monsters, and a ghostly light will guide you toward your next target. Dark Sight also marks players carrying a bounty, making them more vulnerable to ambush while trying to escape.",,7291,594650
491334,,Kartrider,,"Crazyracing Kartrider is an online multiplayer racing game servicing at NEXON. KartRider not only features fictitious fantasy vehicles but also branded game models based on real-life cars, developed from collaboration with companies such as BMW Korea. About 25% of South Koreans have played the game at least once.",,91272,
511224,,Apex Legends,,"Conquer with character in Apex Legends, a free-to-play battle royale game where legendary challengers fight for glory, fame, and fortune on the fringes of the Frontier. Explore a growing roster of diverse characters and experience intense tactical squad play in a bold, new evolution of battle royale.",,114795,1172470
32502,,World of Warships,,"World of Warships is a free to play online naval combat game by Wargaming. Players compete in a variety of historic warships from numerous national origins. Take control of Destroyers, Cruisers, Battleships and Aircraft Carriers in competitive game modes, or cooperatively sail into historic operations.",,5587,552990
506342,,HITMAN 2,,"Travel the globe and track your targets across exotic sandbox locations in HITMAN 2. From sun-drenched streets to dark and dangerous rainforests, nowhere is safe from the world’s most creative assassin, Agent 47 in the ultimate spy thriller story.",,103210,863550
498093,,Hobo: Tough Life,,"Hobo: Tough Life is a city survival RPG. You play as a homeless and your main goal is to survive. To do this you will have to deal with hunger, hostile environment, human unconcern and with forthcoming winter. Play with friends or with other players online and do whatever it takes to survive.",,52028,632300
490377,,Sea of Thieves,,"Be the pirate you want: With musket loaded and grog in hand, the freedom of the pirate life awaits. What will your legend be?  
  
An epic multiplayer adventure: Crew up and set sail on memorable voyages. Make and break your pirate’s code on the Sea of Thieves.  
  
A treacherous shared world: Plot your course and set sail for hidden riches. Navigate the perils of a fantastical world and the danger of rival crews.",,11137,
513181,,Genshin Impact,,"Genshin Impact is an open-world action RPG. In the world of Teyvat—where beliefs in “The Seven” converge—epic adventures await, fearless travelers!",,119277,
495764,,Golf It!,,"Golf It! is a multiplayer Minigolf game with focus on a dynamic, fun and creative multiplayer experience. One of the most exciting features is a Multiplayer Editor, where you can build and play custom maps together with your friends.",,30099,571740
491080,,The Binding of Isaac: Repentance,,"When Isaac’s mother starts hearing the voice of God demanding a sacrifice be made to prove her faith, Isaac escapes into the basement facing droves of deranged enemies, lost brothers and sisters, his fears, and eventually his mother.",,7789,250900
29307,,Path of Exile,,"Wraeclast: the land of the damned. This forsaken continent is home to many writhing horrors, murderous beasts, and ravenous undead. The very soil is permeated with dark, ancient power, the earth shivering with malice. The dead are refused peace, rising up and hopelessly wandering in eternal pain, sorrow and hunger. The wildlife is twisted and misshapen, unnaturally aggressive and savage. Lurking in the darkest of corners, unspeakable horrors lie in wait for unsuspecting prey, eager to rip apart the mind as well as the flesh. Wraeclast is a place where few remain alive, and fewer remain sane.",,1911,238960
2083,,RuneScape,,"Set in the medieval fantasy world of Gielinor, RuneScape is a free browser MMO game where millions of players from around the globe become heroes with the freedom to explore and experience a realm full of magic, mystery and adventure.",,5611,
499634,,Crypto,,"A downloadable NES Game for Windows, MacOS, Linux, and Android",,76760,
12924,,Warcraft III,,"Warcraft 3: Reign of Chaos is an RTS made by Blizzard Entertainment. Take control of either the Humans, the Orcs, the Night Elves or the Undead, all with different unit types and heroes with unique abilities.Play the story driven single player campaign, go online to play default- or custom maps against people around the world or create your own maps with the map creation tool.",,132,
508455,,Valheim,,"Valheim is a game about exploring a huge fantasy world inspired by Norse mythology and Viking culture. The world itself is procedurally generated and random seeds can be generated or set manually. You start your adventure at the relatively peaceful center of Valheim. The further from the center you travel, the more challenging the world becomes. But you will also find more valuable materials that you can use to craft deadlier weapons and sturdier armor. You will also build your own Viking fortress and outposts all over the world. Eventually, you will build mighty longships and sail the great oceans in search of exotic lands… but be wary of sailing too far.",,104967,892970
509538,,Animal Crossing: New Horizons,,"Escape to a deserted island and create your own paradise as you explore, create, and customize in the Animal Crossing: New Horizons game. Your island getaway has a wealth of natural resources that can be used to craft everything from tools to creature comforts. You can hunt down insects at the crack of dawn, decorate your paradise throughout the day, or enjoy sunset on the beach while fishing in the ocean. The time of day and season match real life, so each day on your island is a chance to check in and find new surprises all year round.",,109462,
31339,,Project Zomboid,,"Project Zomboid is the ultimate in zombie survival. Alone or in MP: you loot, build, craft, fight, farm and fish in a struggle to survive. A hardcore RPG skillset, a vast map, a massively customisable sandbox and a cute tutorial raccoon await the unwary. So how will you die?",,3189,108600
15631,,Grand Theft Auto: Vice City,,"In the year 1986, Tommy Vercetti is heavily indebted to his mafia superiors after a drug deal gone awry, but his dreams of taking over Vice City (based on Miami) push him down a different path. Featuring a wide variety of vehicles and weapons, radio stations playing hit songs from the era and an intense atmosphere, GTA: Vice City is an open-world sandbox satire of '80's Miami.",,733,12110
518203,,Sports,,,,,
516575,,VALORANT,,"Imagine this: tactical shooter meets hypernatural powers. Everyone’s got guns and a unique set of abilities, so how do you beat someone with the speed of wind? Use your own moves to outplay them and beat them to the shot. VALORANT is a game for bold strategists who dare to make the unexpected play, because if it wins, it works.",,126459,
509659,,ASMR,,,,,
13389,,Age of Empires II,,"Take control of a powerful civilization. Lead them through 1000 years of the Middle Ages to riches and greatness. Will you Intimidate the world into following you by using military force? Rule the world with honor and nobility by using commerce and diplomacy? Or Underhandedly seize power through conspiracy, deception and regicide? There are many paths to power, there can only be one ruler!  
  
Features:  
  
* Travel through time as your civilization evolves from the Dark Age to the Imperial Age  
  
* Construct a rich and thriving empire by trading with allies  
  
* Control and lead military forces with tactical commands  
  
* Go into battle at the side of famous heroes such as Joan of Arc, Barbarossa or William Wallace 
 
Age of Empires II: The Age of Kings is a real-time strategy video game developed by Ensemble Studios and published by Microsoft. Released in 1999 for Microsoft Windows and Macintosh, it is the second game in the Age of Empires series. The Age of Kings is set in the Middle Ages and contains thirteen playable civilizations. Players aim to gather resources, which they use to build towns, create armies, and defeat their enemies. There are five historically based campaigns, which constrict the player to specialized and story-backed conditions. There are three additional single-player game modes, and multiplayer is supported. 
 
Despite using the same game engine and similar code to its predecessor, development of The Age of Kings took a year longer than expected, forcing Ensemble Studios to release Age of Empires: The Rise of Rome in 1998 instead. The design team focused on resolving significant issues in Age of Empires, but noted on release that some problems remained. A Sega Dreamcast version was announced, but cancelled for unknown reasons. An updated high-definition graphics version of the game, Age of Empires II: HD Edition, was released in 2013. The HD Edition includes the original game and the expansion The Conquerors, as well as new campaigns, civilizations, and updated graphics for high-resolution displays. Age of Empires II: Definitive Edition, a remaster, was released in November 2019.",,327,
32507,,SMITE,,"SMITE is the online battleground of the gods. Players choose from a diverse cast of deities and use their unique powers to triumph over the opposition in 5v5 team matches. SMITE is a new take on the MOBA genre; rather than observing from above the action, the game’s third person perspective puts players into the thick of combat. Instead of clicking the mouse to move, players use the familiar WASD keys to move and fight their way through SMITE’s dynamic battlegrounds.",,5607,386360
517174,,F1 2020,,"F1 2020 allows you to create your F1® team for the very first time and race alongside the official teams and drivers. Alternatively, challenge your friends in new split-screen with casual race options for more relaxed racing. Compete on 22 circuits, with current and classic content.",,132205,1080110
33214,,Fortnite,,"Fortnite is the living, action building game from the developer formerly known as Epic MegaGames. You and your friends will lead a group of Heroes to reclaim and rebuild a homeland that has been left empty by mysterious darkness only known as ""the Storm"". 
 
Band together online to build extravagant forts, find or build insane weapons and traps and protect your towns from the strange monsters that emerge during the Storm. In an action experience from the only company smart enough to attach chainsaws to guns, get out there to push back the Storm and save the world. And don't forget to loot all the things.",,1905,
21779,,League of Legends,,"League of Legends is a fast-paced, competitive online game that blends the speed and intensity of an RTS with RPG elements. Two teams of powerful champions, each with a unique design and playstyle, battle head-to-head across multiple battlefields and game modes. With an ever-expanding roster of champions, frequent updates and a thriving tournament scene, League of Legends offers endless replayability for players of every skill level.",,115,
19619,,Tibia,,"Tibia is one of the oldest and most successful massively multiplayer online role-playing games (MMORPG) created in Europe. In an MMORPG people from all over the world meet on a virtual playground to explore areas, solve tricky riddles and undertake heroic exploits.",,9596,
417752,,Talk Shows & Podcasts,,,,,
743,,Chess,,A straight forward chess game for the original PlayStation.,,9165,
491487,,Dead by Daylight,,"Dead by Daylight is an asymmetrical multiplayer (4vs1) horror game where one player takes on the role of the savage Killer, and the other four players play as Survivors, trying to escape the Killer and avoid being caught and killed.",,18866,381210
29595,,Dota 2,,"Dota 2 is a multiplayer online battle arena video game and the stand-alone sequel to the Defense of the Ancients (DotA) mod. With regular updates that ensure a constant evolution of gameplay, features, and heroes, Dota 2 has taken on a life of its own.",,2963,570
65654,,The Elder Scrolls Online,,"The Elder Scrolls Online is a massively multiplayer online role-playing game that was announced in May 2012. Developed by the team at ZeniMax Online Studios, The Elder Scrolls Online merges the unmatched exploration of rich worlds that the franchise is known for with the scale and social aspects of a massively multiplayer online role-playing game. 
 
An entirely new chapter of Elder Scrolls history will be revealed in this ambitious world, set a millennium before the events of Skyrim as the Daedric prince, Molag Bal, tries to pull all of Tamriel into his demonic realm.",,1081,306130
489635,,ARK: Survival Evolved,,"ARK: Survival Evolved takes on the survival genre with a unique blend of emergent multiplayer cooperation and competition. Players awake naked and starving on the beach of a mysterious island among a herd of other confused humans. On ARK, they must then hunt, harvest, craft, research technology, and build shelters to protect against scorching days, freezing nights, volatile weather systems, dangerous wildlife, and potential enemies. 
 
Use cunning strategy and tactics to tame and ride the many dinosaurs and other primeval creatures roaming the dynamic, persistent ecosystems across land, sea, air, and even underground. Build your character’s strengths and gain items, skills, and pet creatures using in-depth role-playing systems. Start a tribe with hundreds of other players to survive and dominate competing tribes...and ultimately discover the ARK’s true purpose.",,10239,346110
509672,,Travel & Outdoors,,,,,
32982,,Grand Theft Auto V,,"The biggest, most dynamic and most diverse open world ever created, Grand Theft Auto V blends storytelling and gameplay in new ways as players repeatedly jump in and out of the lives of the game’s three lead characters, playing all sides of the game’s interwoven story.",,1020,271590
518023,,NBA 2K21,,"NBA 2K21 is the latest title in the world-renowned, best-selling NBA 2K series, delivering an industry-leading sports video game experience. With extensive improvements upon its best-in-class graphics and gameplay, competitive and community online features, and deep, varied game modes, NBA 2K21 offers one-of-a-kind immersion into all facets of NBA basketball and culture - where Everything is Game.",,134599,
509667,,Food & Drink,,,,,
459931,,Old School RuneScape,,Relive the challenging levelling system and risk-it-all PvP of the biggest retro styled MMO. Play with millions of other players in this piece of online gaming heritage where the community controls the development so the game is truly what you want it to be!,,79824,
19976,,MapleStory,,"Welcome to MapleStory, the original side-scrolling MMORPG where epic adventure, action and good friends await you. With hundreds of hours of gameplay, this immersive role-playing experience will allow you to unleash your wild side as you create and train a mighty hero, conquer perilous dungeons, overcome terrifying bosses, socialize with your friends and much more. Your MapleStory begins today!",,9804,216150
497451,,Pokémon Sword/Shield,,"Unsheathe your sword and take up your shield! 
 
The world of Pokémon expands to include the Galar region in Pokémon Sword and Pokémon Shield!",,37382,
510218,,Among Us,,"Join your crewmates in a multiplayer game of teamwork and betrayal! 
 
Play with 4-10 players as you attempt to hold your spaceship together and return back to civilization. But beware...as there may be an alien impostor aboard! 
 
One crewmate has been replaced by a parasitic shapeshifter. Their goal is to eliminate the rest of the crew before the ship reaches home. The Impostor will sabotage the ship, sneak through vents, deceive, and frame others to remain anonymous and kill off the crew. 
 
While everyone is fixing up the ship, no one can talk to maintain anonymity. Once a body is reported, the surviving crew will openly debate who they think The Impostor is. The Impostor's goal is to pretend that they are a member of the crew. If The Impostor is not voted off, everyone goes back to maintaining the ship until another body is found. If The Impostor is voted off, the crew wins!",,111469,945360
27284,,Retro,,"Eight arcade classics 3D-fied. 
Includes: 
Bounce 'n Break 
Bubble Puzzle 
Gobbler 
Hopper 
Laser Command 
Light Racer 
Roids 
Galaxy Warz",,91473,
386821,,Black Desert Online,,"Black Desert Online is a large scale sandbox-oriented MMORPG that provides a variety of unique experiences with spectacular action and battle. Expect strategy-based castle sieges and sophisticated simulation content such as trade, NPC-hiring and real estate management. Black Desert Online boasts the deepest character customization system of any MMORPG on the market today. 
 
Experience fast-paced, action-packed combat, hunt monsters and huge bosses, fight with friends in a guild to siege nodes and region castles, train your life skills such as fishing, trading, crafting, cooking, and much more. 
 
Players will enjoy jaw-dropping graphics, intuitive skill-based combat, and an immersive story encased in our expansive world that’s just waiting to be explored. Accompanied by a Black Spirit, a companion whose destiny is intertwined with their own, players will discover the secret of the Black Stones and the history of their corrupting effects.",,6292,582660
2748,,Magic: The Gathering,,"Magic: The Gathering is a computer game published by MicroProse in April 1997 based on the collectible card game Magic: The Gathering. 
The game takes place in the plane of Shandalar, where the player must travel the land and fight random enemies to gain cards, and defeat five wizards representing the five colors. The player must prevent one color from gaining too much power, and defeat the planeswalker Arzakon, who has a deck of all five colors. Adventure game and role-playing game elements are present, including inventory, gold, towns, dungeons, random battles, and character progression in the form of new abilities and a higher life point total. An oversized version of Aswan Jaguar was included in the game box.",,12443,
498566,,Slots,,,,,
509658,,Just Chatting,,,,,
514858,,League of Legends: Wild Rift,,"Welcome to the Wild Rift! Featuring the same skill-based 5v5 PVP gameplay you expect from League of Legends on PC, Wild Rift was built from the ground up for new platforms. Lock your choice from a huge cast of League champions, team up with friends, and outplay the opposition.",,124700,
263490,,Rust,,"The only aim in Rust is to survive. To do this you will need to overcome struggles such as hunger, thirst and cold. Build a fire. Build a shelter. Kill animals for meat. Protect yourself from other players. Create alliances with other players and together form a town. Whatever it takes to survive.",,3277,252490
14678,,Lineage: The Blood Pledge,,"In this online RPG of Korean origin, the player can explore the medieval world of Lineage as one of the four available character classes: elf, knight, prince, or wizard. Knights are physical fighters, wizards are proficient in magic, while playing as an elf or a prince require a combination of both. After you create a character, your main goal in the game will be to gain enough experience and to join one of the existent blood pledges, which are equivalent to guilds in other games. As a prince, you can also create your own blood pledge.",,78247,
515066,,SnowRunner,,"SnowRunner puts you in the driver’s seat of powerful vehicles as you conquer extreme open environments with the most advanced terrain simulation ever. Drive 40 vehicles from brands such as Ford, Chevrolet, and Freightliner as you leave your mark on an untamed open world. 
 
Overcome mud, torrential waters, snow, and frozen lakes while taking on perilous contracts and missions. Expand and customize your fleet with many upgrades and accessories including an exhaust snorkel for heavy waters or chain tires to battle the snow.",,107215,
71375,,Star Citizen,,"Star Citizen is an upcoming space trading and combat simulator video game for Microsoft Windows. Star Citizen will consist of two main components: first person space combat and trading in a massively multiplayer persistent universe and customizable private servers (known as Star Citizen), and a branching single-player and drop-in co-operative multiplayer campaign (known as Squadron 42). The game will feature Oculus Rift support.",,1595,
65642,,Slender: The Eight Pages,,"Slender is a first person horror game created by Parsec Productions where your only goal is to find 8 manuscripts about the Slender Man, a paranormal creature.",,12938,
8645,,Resident Evil 2,,"Resident Evil 2, known in Japan as biohazard 2, is a sequel to the first Resident Evil title. It was originally released in 1998 for the Playstation - however as of 2016, a remake is the in works for XB1, PS4 and PC. Set in Raccoon City, you take on the role of Leon S. Kennedy and Claire Redfield as you try to escape the city, which has come under a zombie virus thanks to Umbrella Corporation. The gameplay of Resident Evil 2 focuses on a combination of puzzle solving and combat.",,880,
490147,,Hollow Knight,,"A 2D metroidvania with an emphasis on close combat and exploration in which the player enters the once-prosperous now-bleak insect kingdom of Hallownest, travels through its various districts, meets friendly inhabitants, fights hostile ones and uncovers the kingdom's history while improving their combat abilities and movement arsenal by fighting bosses and accessing out-of-the-way areas.",,14593,367520
509671,,Fitness & Health,,,,,
491180,,Twitch Plays,,,,,
508391,,Krunker,,"An easy to get into fully moddable First Person Shooter with advanced movement mechanics. Fully Customizable with Mods, Custom Maps and Thousands of Items to Unlock.",,109096,
496902,,Slay the Spire,,"Ascend an evil, living tower in the roguelike deck-building game Slay the Spire. Select from hundreds of different cards and powerful ancient relics as you craft a unique deck and fight your way to the top!",,40477,646570
26559,,Batman: Arkham City,,"After the events of Batman: Arkham Asylum (2009), a section of the city of Gotham has been turned into a prison, designed to keep the scum of the city away from the people. Bruce Wayne protests this prison but is shortly kidnapped by the despicable Hugo Strange, thus having to face the city's most powerful villains as the Batman while trying to uncover Strange's plans.",,501,57400
497497,,Brawl Stars,,Brawl Stars is a light weight MOBA where players are thrown into 3v3 real-time battles with other players across four different game modes.,,55945,
504461,,Super Smash Bros. Ultimate,,"Legendary game worlds and fighters collide in the ultimate showdown—a new entry in the Super Smash Bros. series for the Nintendo Switch system! New fighters, like Inkling from the Splatoon series and Ridley from the Metroid series, make their Super Smash Bros. series debut alongside every Super Smash Bros. fighter in the series…EVER! Faster combat, new items, new attacks, new defensive options, and more will keep the battle raging whether you’re at home or on the go.",,90101,
497818,,Pathfinder: Kingmaker,,"Pathfinder: Kingmaker is the first isometric party-based computer RPG set in the Pathfinder fantasy universe. Enjoy a classic RPG experience inspired by games like Baldur's Gate, Fallout 1 and 2 and Arcanum. Explore and conquer the Stolen Lands and make them your kingdom!",,36929,640820
509673,,Makers & Crafting,,,,,
75467,,Euro Truck Simulator 2,,"Euro Truck Simulator 2 is a vehicle simulation game developed and published by SCS Software for Microsoft Windows and Linux and was initially released as open development on October 19, 2012. The game is a direct sequel to the 2008 game Euro Truck Simulator and it is second video game in Euro Truck Simulator series. Set in Europe, the player can drive one of a choice of articulated trucks across a depiction of Europe, picking up cargo from various locations and delivering it. As the game progresses, it is possible for the player to buy more vehicles, depots, and hire drivers to work for them. Despite the name, players can also choose to deliver cargo in the USA.",,3070,227300
514790,,Legends of Runeterra,,"Set in the world of League of Legends, Legends of Runeterra is the strategy card game where skill, creativity, and cleverness determine your success. Choose your champions and combine cards from different regions—each with their own style and strategic advantage—then build the perfect deck to take down the rest.",,124701,
1563114544,,Movie World,,,,132349,1284230
